S0
S0R16S6
S0R16S6R33S3
S0R16S6R26S3
S0R16S6R33S3R28S5R4S1
S0R16S6R33S4R16S6
S0R19S4R16S6R33S4R16S6
S0R0S5R4S1
S0R16S6R33S3R28S5R4S4R0S5R4S1
S0R16S6R33S3R28S5R4S4R0S5R4S4R16S6
S0R16S6R33S3R28S5R4S4R16S6
S0R19S6
S0R19S6R33S3
S2
S2R33S3
S2R4S1
S2R19S4R16S6R33S3
S2R19S6
S2R2S4R0S5R4S1
S2R2S4R16S6
S2R4S4R16S6
