36	-->	C2H2	phase-->G	charge-->0	molecular weight-->26.0382	temperature low-->298	temperature high-->3000	AR:0	C:2	H:2	HE:0	N:0	O:0	
37	-->	C2H3	phase-->G	charge-->0	molecular weight-->27.0462	temperature low-->298	temperature high-->3000	AR:0	C:2	H:3	HE:0	N:0	O:0	
38	-->	C2H4	phase-->G	charge-->0	molecular weight-->28.0542	temperature low-->298	temperature high-->3000	AR:0	C:2	H:4	HE:0	N:0	O:0	
39	-->	C2H5	phase-->G	charge-->0	molecular weight-->29.0621	temperature low-->298	temperature high-->3000	AR:0	C:2	H:5	HE:0	N:0	O:0	
40	-->	C2H6	phase-->G	charge-->0	molecular weight-->30.0701	temperature low-->298	temperature high-->3000	AR:0	C:2	H:6	HE:0	N:0	O:0	
41	-->	ketene	phase-->G	charge-->0	molecular weight-->42.0376	temperature low-->298	temperature high-->3000	AR:0	C:2	H:2	HE:0	N:0	O:1	
42	-->	HCCO	phase-->G	charge-->0	molecular weight-->41.0297	temperature low-->298	temperature high-->3000	AR:0	C:2	H:1	HE:0	N:0	O:1	
43	-->	ethynol	phase-->G	charge-->0	molecular weight-->42.0376	temperature low-->298	temperature high-->3000	AR:0	C:2	H:2	HE:0	N:0	O:1	
44	-->	acetaldehyde	phase-->G	charge-->0	molecular weight-->44.0536	temperature low-->298	temperature high-->3000	AR:0	C:2	H:4	HE:0	N:0	O:1	
45	-->	acetyl	phase-->G	charge-->0	molecular weight-->43.0456	temperature low-->298	temperature high-->3000	AR:0	C:2	H:3	HE:0	N:0	O:1	
46	-->	vinoxy	phase-->G	charge-->0	molecular weight-->43.0456	temperature low-->298	temperature high-->3000	AR:0	C:2	H:3	HE:0	N:0	O:1	
47	-->	acetylperoxy	phase-->G	charge-->0	molecular weight-->75.0444	temperature low-->298	temperature high-->3000	AR:0	C:2	H:3	HE:0	N:0	O:3	
48	-->	acetyloxy	phase-->G	charge-->0	molecular weight-->59.045	temperature low-->298	temperature high-->3000	AR:0	C:2	H:3	HE:0	N:0	O:2	
49	-->	ethoxy	phase-->G	charge-->0	molecular weight-->45.0615	temperature low-->298	temperature high-->3000	AR:0	C:2	H:5	HE:0	N:0	O:1	
50	-->	CH3CH2OO	phase-->G	charge-->0	molecular weight-->61.0609	temperature low-->298	temperature high-->3000	AR:0	C:2	H:5	HE:0	N:0	O:2	
51	-->	CH3CH2OOH	phase-->G	charge-->0	molecular weight-->62.0689	temperature low-->298	temperature high-->3000	AR:0	C:2	H:6	HE:0	N:0	O:2	
52	-->	CH2CH2OOH	phase-->G	charge-->0	molecular weight-->61.0609	temperature low-->298	temperature high-->3000	AR:0	C:2	H:5	HE:0	N:0	O:2	
53	-->	ethanol	phase-->G	charge-->0	molecular weight-->46.0695	temperature low-->298	temperature high-->3000	AR:0	C:2	H:6	HE:0	N:0	O:1	
54	-->	CH2CH2OH	phase-->G	charge-->0	molecular weight-->45.0615	temperature low-->298	temperature high-->3000	AR:0	C:2	H:5	HE:0	N:0	O:1	
55	-->	CH3CHOH	phase-->G	charge-->0	molecular weight-->45.0615	temperature low-->298	temperature high-->3000	AR:0	C:2	H:5	HE:0	N:0	O:1	
56	-->	oxirane	phase-->G	charge-->0	molecular weight-->44.0536	temperature low-->298	temperature high-->3000	AR:0	C:2	H:4	HE:0	N:0	O:1	
57	-->	oxiranyl	phase-->G	charge-->0	molecular weight-->43.0456	temperature low-->298	temperature high-->3000	AR:0	C:2	H:3	HE:0	N:0	O:1	
58	-->	ethenol	phase-->G	charge-->0	molecular weight-->44.0536	temperature low-->298	temperature high-->3000	AR:0	C:2	H:4	HE:0	N:0	O:1	
59	-->	C3H6	phase-->G	charge-->0	molecular weight-->42.0813	temperature low-->298	temperature high-->3000	AR:0	C:3	H:6	HE:0	N:0	O:0	
60	-->	npropyl	phase-->G	charge-->0	molecular weight-->43.0892	temperature low-->298	temperature high-->3000	AR:0	C:3	H:7	HE:0	N:0	O:0	
61	-->	ipropyl	phase-->G	charge-->0	molecular weight-->43.0892	temperature low-->298	temperature high-->3000	AR:0	C:3	H:7	HE:0	N:0	O:0	
62	-->	C3H8	phase-->G	charge-->0	molecular weight-->44.0972	temperature low-->298	temperature high-->3000	AR:0	C:3	H:8	HE:0	N:0	O:0	
63	-->	allyl	phase-->G	charge-->0	molecular weight-->41.0733	temperature low-->298	temperature high-->3000	AR:0	C:3	H:5	HE:0	N:0	O:0	
64	-->	propen1yl	phase-->G	charge-->0	molecular weight-->41.0733	temperature low-->298	temperature high-->3000	AR:0	C:3	H:5	HE:0	N:0	O:0	
65	-->	propen2yl	phase-->G	charge-->0	molecular weight-->41.0733	temperature low-->298	temperature high-->3000	AR:0	C:3	H:5	HE:0	N:0	O:0	
66	-->	acetone	phase-->G	charge-->0	molecular weight-->58.0807	temperature low-->298	temperature high-->3000	AR:0	C:3	H:6	HE:0	N:0	O:1	
67	-->	CH3OCH3	phase-->G	charge-->0	molecular weight-->46.0695	temperature low-->298	temperature high-->3000	AR:0	C:2	H:6	HE:0	N:0	O:1	
68	-->	CH3OCH2	phase-->G	charge-->0	molecular weight-->45.0615	temperature low-->298	temperature high-->3000	AR:0	C:2	H:5	HE:0	N:0	O:1	
69	-->	acrolein	phase-->G	charge-->0	molecular weight-->56.0647	temperature low-->298	temperature high-->3000	AR:0	C:3	H:4	HE:0	N:0	O:1	
70	-->	CH2CHCO	phase-->G	charge-->0	molecular weight-->55.0568	temperature low-->298	temperature high-->3000	AR:0	C:3	H:3	HE:0	N:0	O:1	
71	-->	CH3CHCO	phase-->G	charge-->0	molecular weight-->56.0647	temperature low-->298	temperature high-->3000	AR:0	C:3	H:4	HE:0	N:0	O:1	
72	-->	allyloxy	phase-->G	charge-->0	molecular weight-->57.0727	temperature low-->298	temperature high-->3000	AR:0	C:3	H:5	HE:0	N:0	O:1	
73	-->	allyl-alcohol	phase-->G	charge-->0	molecular weight-->58.0807	temperature low-->298	temperature high-->3000	AR:0	C:3	H:6	HE:0	N:0	O:1	
74	-->	propanal	phase-->G	charge-->0	molecular weight-->58.0807	temperature low-->298	temperature high-->3000	AR:0	C:3	H:6	HE:0	N:0	O:1	
75	-->	propionyl	phase-->G	charge-->0	molecular weight-->57.0727	temperature low-->298	temperature high-->3000	AR:0	C:3	H:5	HE:0	N:0	O:1	
76	-->	npropyloxy	phase-->G	charge-->0	molecular weight-->59.0886	temperature low-->298	temperature high-->3000	AR:0	C:3	H:7	HE:0	N:0	O:1	
77	-->	ipropyloxy	phase-->G	charge-->0	molecular weight-->59.0886	temperature low-->298	temperature high-->3000	AR:0	C:3	H:7	HE:0	N:0	O:1	
78	-->	npropyloo	phase-->G	charge-->0	molecular weight-->75.088	temperature low-->298	temperature high-->3000	AR:0	C:3	H:7	HE:0	N:0	O:2	
79	-->	npropylooh	phase-->G	charge-->0	molecular weight-->76.096	temperature low-->298	temperature high-->3000	AR:0	C:3	H:8	HE:0	N:0	O:2	
80	-->	ipropyloo	phase-->G	charge-->0	molecular weight-->75.088	temperature low-->298	temperature high-->3000	AR:0	C:3	H:7	HE:0	N:0	O:2	
81	-->	ipropylooh	phase-->G	charge-->0	molecular weight-->76.096	temperature low-->298	temperature high-->3000	AR:0	C:3	H:8	HE:0	N:0	O:2	
82	-->	propen1ol	phase-->G	charge-->0	molecular weight-->58.0807	temperature low-->298	temperature high-->3000	AR:0	C:3	H:6	HE:0	N:0	O:1	
83	-->	propen2ol	phase-->G	charge-->0	molecular weight-->58.0807	temperature low-->298	temperature high-->3000	AR:0	C:3	H:6	HE:0	N:0	O:1	
84	-->	CH3CO3H	phase-->G	charge-->0	molecular weight-->76.0524	temperature low-->300	temperature high-->5000	AR:0	C:2	H:4	HE:0	N:0	O:3	
85	-->	O2C2H4OH	phase-->G	charge-->0	molecular weight-->77.0603	temperature low-->300	temperature high-->5000	AR:0	C:2	H:5	HE:0	N:0	O:3	
86	-->	propoxide	phase-->G	charge-->0	molecular weight-->58.0807	temperature low-->298	temperature high-->3000	AR:0	C:3	H:6	HE:0	N:0	O:1	
87	-->	QOOH_1	phase-->G	charge-->0	molecular weight-->75.088	temperature low-->298	temperature high-->3000	AR:0	C:3	H:7	HE:0	N:0	O:2	
88	-->	QOOH_2	phase-->G	charge-->0	molecular weight-->75.088	temperature low-->298	temperature high-->3000	AR:0	C:3	H:7	HE:0	N:0	O:2	
89	-->	QOOH_3	phase-->G	charge-->0	molecular weight-->75.088	temperature low-->298	temperature high-->3000	AR:0	C:3	H:7	HE:0	N:0	O:2	
90	-->	well_1	phase-->G	charge-->0	molecular weight-->107.087	temperature low-->298	temperature high-->3000	AR:0	C:3	H:7	HE:0	N:0	O:4	
91	-->	well_2	phase-->G	charge-->0	molecular weight-->107.087	temperature low-->298	temperature high-->3000	AR:0	C:3	H:7	HE:0	N:0	O:4	
92	-->	well_3	phase-->G	charge-->0	molecular weight-->107.087	temperature low-->298	temperature high-->3000	AR:0	C:3	H:7	HE:0	N:0	O:4	
93	-->	well_5	phase-->G	charge-->0	molecular weight-->107.087	temperature low-->298	temperature high-->3000	AR:0	C:3	H:7	HE:0	N:0	O:4	
94	-->	prod_1	phase-->G	charge-->0	molecular weight-->90.0795	temperature low-->298	temperature high-->3000	AR:0	C:3	H:6	HE:0	N:0	O:3	
